State,Sheltered Total Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Year
CO,9694.0,7396.0,2252.0,46.0,2023
CO,6971.0,3630.0,3341.0,,2007
CO,6877.0,3492.0,3385.0,,2008
CO,9031.0,4895.0,4136.0,,2009
CO,9031.0,4895.0,4136.0,0.0,2010
CO,6146.0,2979.0,3142.0,25.0,2011
CO,7260.0,3502.0,3733.0,25.0,2012
CO,7591.0,4025.0,3543.0,23.0,2013
CO,8083.0,4002.0,4058.0,23.0,2014
CO,7134.0,3782.0,3328.0,24.0,2015
CO,7611.0,4467.0,3098.0,46.0,2016
CO,7081.0,4135.0,2921.0,25.0,2017
CO,6528.0,4158.0,2348.0,22.0,2018
CO,7431.0,4818.0,2578.0,35.0,2019
CO,6933.0,4553.0,2330.0,50.0,2020
CO,8016.0,5673.0,2311.0,32.0,2021
CO,7241.0,5054.0,2159.0,28.0,2022
CO,9694.0,7396.0,2252.0,46.0,2023
CO,6971.0,3630.0,3341.0,,2007
CO,6877.0,3492.0,3385.0,,2008
CO,9031.0,4895.0,4136.0,,2009
CO,9031.0,4895.0,4136.0,0.0,2010
CO,6146.0,2979.0,3142.0,25.0,2011
CO,7260.0,3502.0,3733.0,25.0,2012
CO,7591.0,4025.0,3543.0,23.0,2013
CO,8083.0,4002.0,4058.0,23.0,2014
CO,7134.0,3782.0,3328.0,24.0,2015
CO,7611.0,4467.0,3098.0,46.0,2016
CO,7081.0,4135.0,2921.0,25.0,2017
CO,6528.0,4158.0,2348.0,22.0,2018
CO,7431.0,4818.0,2578.0,35.0,2019
CO,6933.0,4553.0,2330.0,50.0,2020
CO,8016.0,5673.0,2311.0,32.0,2021
CO,7241.0,5054.0,2159.0,28.0,2022
CO,9694.0,7396.0,2252.0,46.0,2023
CO,6971.0,3630.0,3341.0,,2007
CO,6877.0,3492.0,3385.0,,2008
CO,9031.0,4895.0,4136.0,,2009
CO,9031.0,4895.0,4136.0,0.0,2010
CO,6146.0,2979.0,3142.0,25.0,2011
CO,7260.0,3502.0,3733.0,25.0,2012
CO,7591.0,4025.0,3543.0,23.0,2013
CO,8083.0,4002.0,4058.0,23.0,2014
CO,7134.0,3782.0,3328.0,24.0,2015
CO,7611.0,4467.0,3098.0,46.0,2016
CO,7081.0,4135.0,2921.0,25.0,2017
CO,6528.0,4158.0,2348.0,22.0,2018
CO,7431.0,4818.0,2578.0,35.0,2019
CO,6933.0,4553.0,2330.0,50.0,2020
CO,8016.0,5673.0,2311.0,32.0,2021
CO,7241.0,5054.0,2159.0,28.0,2022
CO,9694.0,7396.0,2252.0,46.0,2023
CO,6971.0,3630.0,3341.0,,2007
CO,6877.0,3492.0,3385.0,,2008
CO,9031.0,4895.0,4136.0,,2009
CO,9031.0,4895.0,4136.0,0.0,2010
CO,6146.0,2979.0,3142.0,25.0,2011
CO,7260.0,3502.0,3733.0,25.0,2012
CO,7591.0,4025.0,3543.0,23.0,2013
CO,8083.0,4002.0,4058.0,23.0,2014
CO,7134.0,3782.0,3328.0,24.0,2015
CO,7611.0,4467.0,3098.0,46.0,2016
CO,7081.0,4135.0,2921.0,25.0,2017
CO,6528.0,4158.0,2348.0,22.0,2018
CO,7431.0,4818.0,2578.0,35.0,2019
CO,6933.0,4553.0,2330.0,50.0,2020
CO,8016.0,5673.0,2311.0,32.0,2021
CO,7241.0,5054.0,2159.0,28.0,2022
CO,9694.0,7396.0,2252.0,46.0,2023
CO,6971.0,3630.0,3341.0,,2007
CO,6877.0,3492.0,3385.0,,2008
CO,9031.0,4895.0,4136.0,,2009
CO,9031.0,4895.0,4136.0,0.0,2010
CO,6146.0,2979.0,3142.0,25.0,2011
CO,7260.0,3502.0,3733.0,25.0,2012
CO,7591.0,4025.0,3543.0,23.0,2013
CO,8083.0,4002.0,4058.0,23.0,2014
CO,7134.0,3782.0,3328.0,24.0,2015
CO,7611.0,4467.0,3098.0,46.0,2016
CO,7081.0,4135.0,2921.0,25.0,2017
CO,6528.0,4158.0,2348.0,22.0,2018
CO,7431.0,4818.0,2578.0,35.0,2019
CO,6933.0,4553.0,2330.0,50.0,2020
CO,8016.0,5673.0,2311.0,32.0,2021
CO,7241.0,5054.0,2159.0,28.0,2022
CO,9694.0,7396.0,2252.0,46.0,2023
CO,6971.0,3630.0,3341.0,,2007
CO,6877.0,3492.0,3385.0,,2008
CO,9031.0,4895.0,4136.0,,2009
CO,9031.0,4895.0,4136.0,0.0,2010
CO,6146.0,2979.0,3142.0,25.0,2011
CO,7260.0,3502.0,3733.0,25.0,2012
CO,7591.0,4025.0,3543.0,23.0,2013
CO,8083.0,4002.0,4058.0,23.0,2014
CO,7134.0,3782.0,3328.0,24.0,2015
CO,7611.0,4467.0,3098.0,46.0,2016
CO,7081.0,4135.0,2921.0,25.0,2017
CO,6528.0,4158.0,2348.0,22.0,2018
CO,7431.0,4818.0,2578.0,35.0,2019
CO,6933.0,4553.0,2330.0,50.0,2020
CO,8016.0,5673.0,2311.0,32.0,2021
CO,7241.0,5054.0,2159.0,28.0,2022
CO,9694.0,7396.0,2252.0,46.0,2023
MD,6418.0,3564.0,2854.0,,2007
MD,6054.0,3187.0,2867.0,,2008
MD,7446.0,4205.0,3241.0,,2009
MD,6515.0,3511.0,2947.0,57.0,2010
MD,6496.0,3606.0,2831.0,59.0,2011
MD,5942.0,3399.0,2451.0,92.0,2012
MD,6283.0,3713.0,2471.0,99.0,2013
MD,6267.0,3703.0,2469.0,95.0,2014
MD,6594.0,3953.0,2543.0,98.0,2015
MD,6161.0,3647.0,2436.0,78.0,2016
MD,5511.0,3557.0,1877.0,77.0,2017
MD,5380.0,3603.0,1700.0,77.0,2018
MD,5213.0,3643.0,1503.0,67.0,2019
MD,5124.0,3731.0,1346.0,47.0,2020
MD,4048.0,3115.0,920.0,13.0,2021
MD,4458.0,3411.0,1026.0,21.0,2022
MD,4913.0,3905.0,988.0,20.0,2023
MD,6418.0,3564.0,2854.0,,2007
MD,6054.0,3187.0,2867.0,,2008
MD,7446.0,4205.0,3241.0,,2009
MD,6515.0,3511.0,2947.0,57.0,2010
MD,6496.0,3606.0,2831.0,59.0,2011
MD,5942.0,3399.0,2451.0,92.0,2012
MD,6283.0,3713.0,2471.0,99.0,2013
MD,6267.0,3703.0,2469.0,95.0,2014
MD,6594.0,3953.0,2543.0,98.0,2015
MD,6161.0,3647.0,2436.0,78.0,2016
MD,5511.0,3557.0,1877.0,77.0,2017
MD,5380.0,3603.0,1700.0,77.0,2018
MD,5213.0,3643.0,1503.0,67.0,2019
MD,5124.0,3731.0,1346.0,47.0,2020
MD,4048.0,3115.0,920.0,13.0,2021
MD,4458.0,3411.0,1026.0,21.0,2022
MD,4913.0,3905.0,988.0,20.0,2023
MD,6418.0,3564.0,2854.0,,2007
MD,6054.0,3187.0,2867.0,,2008
MD,7446.0,4205.0,3241.0,,2009
MD,6515.0,3511.0,2947.0,57.0,2010
MD,6496.0,3606.0,2831.0,59.0,2011
MD,5942.0,3399.0,2451.0,92.0,2012
MD,6283.0,3713.0,2471.0,99.0,2013
MD,6267.0,3703.0,2469.0,95.0,2014
MD,6594.0,3953.0,2543.0,98.0,2015
MD,6161.0,3647.0,2436.0,78.0,2016
MD,5511.0,3557.0,1877.0,77.0,2017
MD,5380.0,3603.0,1700.0,77.0,2018
MD,5213.0,3643.0,1503.0,67.0,2019
MD,5124.0,3731.0,1346.0,47.0,2020
MD,4048.0,3115.0,920.0,13.0,2021
MD,4458.0,3411.0,1026.0,21.0,2022
MD,4913.0,3905.0,988.0,20.0,2023
MD,6418.0,3564.0,2854.0,,2007
MD,6054.0,3187.0,2867.0,,2008
MD,7446.0,4205.0,3241.0,,2009
MD,6515.0,3511.0,2947.0,57.0,2010
MD,6496.0,3606.0,2831.0,59.0,2011
MD,5942.0,3399.0,2451.0,92.0,2012
MD,6283.0,3713.0,2471.0,99.0,2013
MD,6267.0,3703.0,2469.0,95.0,2014
MD,6594.0,3953.0,2543.0,98.0,2015
MD,6161.0,3647.0,2436.0,78.0,2016
MD,5511.0,3557.0,1877.0,77.0,2017
MD,5380.0,3603.0,1700.0,77.0,2018
MD,5213.0,3643.0,1503.0,67.0,2019
MD,5124.0,3731.0,1346.0,47.0,2020
MD,4048.0,3115.0,920.0,13.0,2021
MD,4458.0,3411.0,1026.0,21.0,2022
MD,4913.0,3905.0,988.0,20.0,2023
MD,6418.0,3564.0,2854.0,,2007
MD,6054.0,3187.0,2867.0,,2008
MD,7446.0,4205.0,3241.0,,2009
MD,6515.0,3511.0,2947.0,57.0,2010
MD,6496.0,3606.0,2831.0,59.0,2011
MD,5942.0,3399.0,2451.0,92.0,2012
MD,6283.0,3713.0,2471.0,99.0,2013
MD,6267.0,3703.0,2469.0,95.0,2014
MD,6594.0,3953.0,2543.0,98.0,2015
MD,6161.0,3647.0,2436.0,78.0,2016
MD,5511.0,3557.0,1877.0,77.0,2017
MD,5380.0,3603.0,1700.0,77.0,2018
MD,5213.0,3643.0,1503.0,67.0,2019
MD,5124.0,3731.0,1346.0,47.0,2020
MD,4048.0,3115.0,920.0,13.0,2021
MD,4458.0,3411.0,1026.0,21.0,2022
MD,4913.0,3905.0,988.0,20.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
MO,5137.0,2969.0,2168.0,,2007
MO,5607.0,3157.0,2450.0,,2008
MO,5469.0,2894.0,2575.0,,2009
MO,6336.0,3363.0,2930.0,43.0,2010
MO,6718.0,3523.0,3147.0,48.0,2011
MO,7893.0,4683.0,3157.0,53.0,2012
MO,6501.0,3381.0,3069.0,51.0,2013
MO,6309.0,3521.0,2732.0,56.0,2014
MO,5411.0,3379.0,1973.0,59.0,2015
MO,4978.0,3050.0,1890.0,38.0,2016
MO,4885.0,3133.0,1719.0,33.0,2017
MO,4669.0,3262.0,1369.0,38.0,2018
MO,5203.0,3847.0,1318.0,38.0,2019
MO,4879.0,3466.0,1389.0,24.0,2020
MO,4079.0,2714.0,1339.0,26.0,2021
MO,4391.0,3127.0,1227.0,37.0,2022
MO,4695.0,3225.0,1430.0,40.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
NC,8260.0,5672.0,2588.0,0.0,2015
NC,7250.0,5215.0,2035.0,0.0,2016
NC,6511.0,4893.0,1618.0,0.0,2017
NC,6818.0,5289.0,1529.0,0.0,2018
NC,7046.0,5495.0,1551.0,0.0,2019
NC,6722.0,5112.0,1610.0,0.0,2020
NC,5612.0,4500.0,1106.0,6.0,2021
NC,5757.0,4566.0,1180.0,11.0,2022
NC,6311.0,5034.0,1259.0,18.0,2023
NC,7879.0,4745.0,3134.0,,2007
NC,8025.0,4863.0,3162.0,,2008
NC,8473.0,4873.0,3600.0,,2009
NC,9173.0,4979.0,4194.0,0.0,2010
NC,9245.0,5175.0,4070.0,0.0,2011
NC,8809.0,4641.0,4155.0,13.0,2012
NC,9013.0,5281.0,3732.0,0.0,2013
NC,8874.0,5631.0,3243.0,0.0,2014
